0,0,0,430,288,453,326,1,OTHER
1,6,11,522,288,667,326,"Wages,",OTHER
2,13,17,679,288,764,326,"tips,",OTHER
3,19,23,776,288,880,326,other,OTHER
4,25,29,891,288,1014,326,comp.,OTHER
5,46,46,1272,288,1295,326,2,OTHER
6,52,58,1353,288,1500,326,Federal,OTHER
7,60,65,1512,288,1657,326,income,OTHER
8,67,69,1669,288,1729,326,tax,OTHER
9,71,78,1740,288,1909,326,withheld,OTHER
10,90,97,641,334,841,378,67328.87,box1WagesTipsAndOtherCompensations
11,148,155,1694,334,1894,378,10223.79,box2FederalIncomeTaxWithheld
12,158,158,430,445,453,484,3,OTHER
13,164,169,522,445,644,484,Social,OTHER
14,171,178,655,445,814,484,security,OTHER
15,180,184,825,445,953,484,wages,OTHER
16,204,204,1272,445,1295,484,4,OTHER
17,210,215,1353,445,1475,484,Social,OTHER
18,217,224,1486,445,1645,484,security,OTHER
19,226,228,1656,445,1716,484,tax,OTHER
20,230,237,1727,445,1897,484,withheld,OTHER
21,251,258,641,492,841,535,63436.14,box3SocialSecurityWages
22,309,315,1694,492,1869,535,4852.86,box4SocialSecurityTaxWithheld
23,318,318,430,603,453,641,5,OTHER
24,324,331,522,603,702,641,Medicare,OTHER
25,333,337,714,603,841,641,wages,OTHER
26,339,341,853,603,927,641,and,OTHER
27,343,346,938,603,1012,641,tips,OTHER
28,364,364,1272,603,1295,641,6,OTHER
29,370,377,1353,603,1533,641,Medicare,OTHER
30,379,381,1545,603,1605,641,tax,OTHER
31,383,390,1616,603,1785,641,withheld,OTHER
32,403,410,641,650,841,693,66021.75,OTHER
33,461,467,1694,650,1869,693,1914.63,OTHER
34,470,470,430,760,455,799,d,OTHER
35,472,478,513,760,661,799,Control,OTHER
36,480,485,672,760,825,799,number,OTHER
37,504,508,1062,760,1161,799,Dept.,OTHER
38,516,520,1272,760,1374,799,Corp.,OTHER
39,556,563,1831,760,2006,799,Employer,OTHER
40,565,567,2017,760,2084,799,use,OTHER
41,569,572,2096,760,2171,799,only,OTHER
42,574,580,431,807,605,850,2208613,OTHER
43,610,612,1126,812,1195,850,150,OTHER
44,649,649,1693,812,1723,850,A,OTHER
