0,39,39,504,937,527,970,a,OTHER
1,41,50,536,938,671,973,Employee's,OTHER
2,52,57,676,940,744,973,social,OTHER
3,59,66,750,941,844,973,security,OTHER
4,68,73,850,941,937,972,number,OTHER
5,128,132,1583,938,1653,972,"Safe,",OTHER
6,134,142,1659,940,1805,976,Accurate.,OTHER
7,157,161,2092,934,2147,971,Visit,OTHER
8,163,165,2153,937,2196,973,the,OTHER
9,167,169,2202,938,2253,974,IRS,OTHER
10,171,177,2258,937,2370,974,Website,OTHER
11,323,325,1833,961,1894,1006,RSe,OTHER
12,327,327,1910,961,1939,1006,~,OTHER
13,329,332,1956,959,2045,1005,file,OTHER
14,389,399,703,978,979,1017,149-71-8470,ssnOfEmployee
15,435,437,1272,981,1324,1016,OMB,OTHER
16,439,441,1330,980,1371,1016,No.,OTHER
17,443,451,1377,979,1492,1016,1545-0008,OTHER
18,462,466,1582,982,1677,1017,FAST!,OTHER
19,468,469,1682,982,1725,1021,Us,OTHER
20,489,490,2093,984,2117,1019,at,OTHER
21,492,509,2122,984,2351,1023,www.irs.gov/efile.,OTHER
22,511,511,115,1032,137,1064,b,OTHER
23,513,520,147,1032,249,1065,Employer,OTHER
24,522,535,254,1034,388,1065,identification,OTHER
25,537,542,394,1033,478,1064,number,OTHER
26,544,548,484,1031,553,1063,(EIN),OTHER
27,627,632,1447,1038,1533,1066,"Wages,",OTHER
28,634,638,1537,1037,1584,1065,"tips,",OTHER
29,640,644,1589,1037,1645,1065,other,OTHER
30,646,657,1649,1034,1806,1064,compensation,OTHER
31,681,687,2003,1037,2087,1066,Federal,OTHER
32,689,694,2091,1034,2171,1065,income,OTHER
33,696,698,2176,1032,2209,1063,tax,OTHER
34,700,707,2213,1031,2301,1061,withheld,OTHER
35,718,727,221,1071,470,1109,59-4573212,einEmployerIdentificationNumber
36,828,833,1477,1071,1627,1106,221701,box1WagesTipsAndOtherCompensations
37,835,837,1636,1069,1704,1106,.12,box1WagesTipsAndOtherCompensations
38,878,882,1978,1071,2102,1106,47202,box2FederalIncomeTaxWithheld
39,884,884,2110,1071,2126,1107,.,box2FederalIncomeTaxWithheld
40,886,887,2132,1071,2182,1107,05,box2FederalIncomeTaxWithheld
41,890,890,118,1122,140,1156,c,OTHER
42,892,901,148,1123,264,1158,Employer's,OTHER
43,903,907,270,1125,340,1158,"name,",OTHER
44,909,916,345,1125,440,1159,"address,",OTHER
45,918,920,446,1124,487,1159,and,OTHER
46,922,924,493,1124,530,1159,ZIP,OTHER
47,926,929,536,1123,590,1159,code,OTHER
48,1005,1010,1452,1127,1514,1159,Social,OTHER
