0,0,0,151,2572,229,2599,1653.98,OTHER
1,0,0,875,2744,942,2771,W-2,OTHER
2,106,109,1035,253,1156,305,2018,OTHER
3,129,131,1171,254,1276,306,W-2,OTHER
4,147,149,1287,255,1389,307,and,OTHER
5,163,170,1401,255,1691,307,EARNINGS,OTHER
6,198,204,1709,253,1995,306,SUMMARY,OTHER
7,262,264,2225,245,2311,291,ADP,OTHER
8,283,290,222,317,319,344,Employee,OTHER
9,304,312,393,313,497,346,Reference,OTHER
10,318,321,592,316,643,342,Copy,OTHER
11,365,367,964,314,1006,344,his,OTHER
12,369,372,1011,314,1070,343,blue,OTHER
13,374,381,1075,314,1197,343,Earnings,OTHER
14,383,389,1201,314,1329,342,Summary,OTHER
15,391,397,1334,314,1430,342,section,OTHER
16,399,400,1435,314,1459,342,is,OTHER
17,402,409,1464,314,1578,342,included,OTHER
18,411,414,1583,314,1638,342,with,OTHER
19,416,419,1644,314,1704,342,your,OTHER
20,421,423,1710,314,1767,342,W-2,OTHER
21,425,426,1772,314,1800,342,to,OTHER
22,428,431,1805,314,1864,343,help,OTHER
23,433,440,1875,313,1985,344,describe,OTHER
24,442,449,1990,313,2097,344,portions,OTHER
25,451,452,2103,313,2129,345,in,OTHER
26,454,457,2134,312,2206,346,more,OTHER
27,459,465,2214,312,2288,346,detail.,OTHER
28,497,500,329,351,385,376,Wage,OTHER
29,502,504,428,346,465,370,and,OTHER
30,506,508,507,345,545,371,Tax,OTHER
31,565,566,965,343,1000,370,he,OTHER
32,568,574,1006,343,1107,370,reverse,OTHER
33,576,579,1114,343,1170,370,side,OTHER
34,581,588,1175,343,1288,370,includes,OTHER
35,590,596,1293,343,1394,370,general,OTHER
36,598,608,1399,343,1548,370,information,OTHER
37,610,613,1554,343,1608,370,that,OTHER
38,615,617,1613,343,1661,370,you,OTHER
39,619,621,1667,343,1727,370,may,OTHER
40,623,626,1731,343,1786,370,also,OTHER
41,628,631,1794,343,1843,370,find,OTHER
42,633,640,1848,343,1946,370,helpful.,OTHER
43,645,647,112,380,169,416,N-2,OTHER
44,672,680,324,371,405,396,Statement,OTHER
45,690,693,582,386,666,418,2018,taxYear
46,696,699,99,432,135,458,Copy,OTHER
47,701,701,138,431,149,455,C,OTHER
48,703,705,152,431,172,455,for,OTHER
49,707,716,175,431,252,455,employee's,OTHER
50,718,725,254,432,321,460,records.,OTHER
51,742,744,564,422,596,448,OMB,OTHER
52,746,748,599,422,627,447,No.,OTHER
53,750,758,631,422,710,448,1545-0008,OTHER
54,799,800,1025,426,1048,455,1.,OTHER
55,802,804,1052,425,1097,455,The,OTHER
56,806,814,1101,425,1212,455,following,OTHER
57,816,826,1216,424,1353,455,information,OTHER
58,828,835,1357,424,1447,455,reflects,OTHER
59,837,840,1451,424,1508,455,your,OTHER
60,842,846,1512,424,1565,455,final,OTHER
61,848,851,1569,424,1625,455,2018,OTHER
62,853,855,1629,424,1676,455,pay,OTHER
63,857,860,1680,424,1733,455,stub,OTHER
64,862,865,1738,424,1791,455,plus,OTHER
65,867,869,1795,424,1840,455,any,OTHER
66,871,881,1845,424,1991,456,adjustments,OTHER
67,883,891,1995,424,2112,456,submitted,OTHER
68,893,894,2116,425,2148,456,by,OTHER
69,896,899,2152,425,2209,457,your,OTHER
70,901,909,2213,425,2337,458,employer.,OTHER
71,912,912,99,449,118,475,d,OTHER
72,914,920,130,449,184,475,Control,OTHER
73,922,927,187,445,256,475,number,OTHER
74,929,933,307,448,360,487,Dept.,OTHER
75,963,970,614,450,679,479,Emplover,OTHER
76,972,974,683,450,708,479,use,OTHER
77,976,979,713,452,752,484,only,OTHER
78,981,982,757,458,780,488,36,OTHER
79,984,989,96,472,165,500,583808,OTHER
80,1031,1031,561,465,584,496,A,OTHER
81,1095,1099,1102,472,1144,499,Gross,OTHER
82,1101,1103,1148,468,1179,497,Pay,OTHER
83,1110,1117,1262,468,1335,495,101277.5,OTHER
84,1140,1146,1638,466,1697,492,7877.46,OTHER
85,1156,1163,1835,471,1902,498,WV.State,OTHER
86,1165,1170,1907,472,1961,498,Income,OTHER
87,1172,1174,1966,471,1993,497,Tax,OTHER
88,1178,1183,2080,468,2135,497,653.98,OTHER
89,1326,1328,1458,488,1480,515,Tax,OTHER
90,1330,1337,1484,485,1561,515,Withheld,OTHER
91,1359,1361,1838,496,1864,521,Box,OTHER
92,1363,1364,1867,496,1886,520,17,OTHER
93,1365,1370,1878,513,1936,537,Income,OTHER
94,1555,1556,1889,497,1904,520,of,OTHER
95,1558,1560,1906,498,1946,520,W-2,OTHER
96,1565,1574,133,516,215,545,Employer's,OTHER
97,1576,1580,219,516,265,544,"name,",OTHER
98,1582,1589,269,514,335,543,"address,",OTHER
99,1591,1593,338,513,365,541,and,OTHER
100,1595,1597,368,511,396,540,ZIP,OTHER
101,1599,1602,399,508,446,538,code,OTHER
102,1703,1705,1458,509,1482,537,Box,OTHER
103,1707,1707,1484,509,1496,536,4,OTHER
104,1709,1710,1498,509,1513,535,of,OTHER
105,1712,1714,1516,509,1555,536,W-2,OTHER
106,1735,1739,1834,511,1876,536,Local,OTHER
107,1750,1751,1937,514,1955,537,Ta,OTHER
108,1755,1762,2072,511,2129,537,13142.96,OTHER
109,1937,1939,1837,533,1864,561,Box,OTHER
110,1941,1942,1868,533,1887,561,19,OTHER
111,1944,1945,1891,533,1905,561,of,OTHER
112,1947,1948,1908,534,1926,561,W-,OTHER
113,1950,1950,1928,535,1942,561,2,OTHER
114,1960,1971,152,539,315,575,Lopez-Daniel,employerName
115,1981,1985,154,568,227,601,47076,employerAddressStreet_name
116,1987,1994,232,568,341,596,Jonathan,employerAddressStreet_name
117,2005,2007,322,536,368,563,PLC,employerName
118,2008,2015,344,568,458,604,Mountain,employerAddressStreet_name
119,2132,2137,1672,565,1720,593,2100.8,OTHER
120,2251,2254,1102,568,1132,595,Fed.,OTHER
121,2256,2261,1136,568,1198,594,Income,OTHER
122,2263,2270,1257,566,1329,589,12716.67,OTHER
123,2279,2286,1453,567,1520,595,Medicare,OTHER
124,2288,2290,1524,566,1550,593,Tax,OTHER
125,2301,2304,158,592,214,623,Jest,employerAddressCity
126,2306,2311,218,592,305,623,Pamela,employerAddressCity
127,2312,2313,332,591,369,623,DE,employerAddressState
128,2315,2324,373,591,505,623,88415-0981,employerAddressZip
129,2403,2405,1101,592,1129,619,Tax,OTHER
130,2407,2414,1131,591,1198,618,Withheld,OTHER
131,2433,2440,1454,592,1530,618,Withheld,OTHER
132,2555,2557,1106,615,1129,642,Box,OTHER
133,2559,2559,1134,617,1142,644,2,OTHER
134,2561,2562,1146,618,1160,644,of,OTHER
135,2564,2566,1164,618,1194,644,W-2,OTHER
136,2582,2584,1453,612,1483,642,Box,OTHER
137,2586,2586,1485,616,1495,642,6,OTHER
138,2588,2589,1498,616,1513,643,of,OTHER
139,2591,2591,1516,616,1527,643,W,OTHER
140,2593,2593,1530,616,1535,643,-,OTHER
141,2595,2595,1537,614,1558,642,2,OTHER
142,2617,2619,1843,614,1865,640,Box,OTHER
143,2621,2622,1869,613,1887,640,14,OTHER
144,2624,2625,1891,614,1903,642,of,OTHER
145,2627,2628,1907,616,1930,645,W-,OTHER
146,2667,2671,407,682,477,712,Batch,OTHER
147,2700,2705,589,678,674,711,#02021,OTHER
148,2707,2709,98,728,128,754,eff,OTHER
149,2711,2719,132,728,216,755,Employees,OTHER
150,2721,2725,219,728,264,756,name.,OTHER
151,2727,2733,268,728,329,756,address,employeeName
152,2735,2737,333,728,361,755,and,OTHER
153,2739,2741,365,728,389,755,ZIP,OTHER
154,2743,2746,394,728,438,754,code,OTHER
155,2852,2853,1023,753,1047,781,2.,OTHER
156,2855,2858,1053,753,1110,782,Your,OTHER
157,2860,2864,1116,753,1186,782,Gross,OTHER
158,2866,2868,1192,754,1237,783,Pay,OTHER
159,2870,2872,1242,754,1290,783,was,OTHER
160,2874,2881,1296,754,1398,783,adjusted,OTHER
161,2883,2884,1403,754,1431,783,as,OTHER
162,2886,2892,1436,753,1522,783,follows,OTHER
163,2894,2895,1527,753,1552,783,to,OTHER
164,2897,2903,1557,753,1658,783,produce,OTHER
165,2905,2908,1663,752,1717,783,your,OTHER
166,2910,2912,1722,752,1771,783,W-2,OTHER
167,2914,2923,1776,751,1893,783,Statement.,OTHER
168,2931,2936,153,784,236,813,Lauren,employeeName
169,2938,2942,244,784,316,815,Vance,employeeName
170,2950,2954,155,812,224,840,43133,OTHER
171,2956,2960,231,812,302,841,Green,OTHER
172,2962,2967,309,812,394,841,Common,employeeName
173,2969,2973,401,812,472,840,Suite,OTHER
174,2975,2977,480,813,525,839,032,OTHER
175,3091,3096,1333,817,1389,844,"Wages,",OTHER
176,3098,3102,1394,816,1431,844,"Tips,",OTHER
177,3104,3107,1435,814,1465,842,othe,OTHER
178,3117,3122,1581,814,1625,845,Social,OTHER
179,3124,3128,1630,813,1674,843,Secur,OTHER
180,3131,3136,1679,813,1731,841,Medica,OTHER
181,3152,3159,1839,811,1901,842,WV.State,OTHER
182,3161,3166,1907,808,1963,841,"Wages,",OTHER
183,3168,3172,1992,812,2029,842,Darin,OTHER
184,3174,3179,2035,812,2093,841,Points,OTHER
185,3187,3196,153,837,294,869,Parkerstad,OTHER
186,3206,3215,404,841,534,871,10880-4890,OTHER
187,3328,3339,1334,841,1432,869,Compensation,OTHER
188,3489,3491,1337,857,1364,887,Box,OTHER
189,3493,3493,1369,860,1376,888,1,OTHER
190,3495,3496,1381,860,1394,888,of,OTHER
191,3498,3500,1399,859,1439,888,W-2,OTHER
192,3515,3519,1582,841,1644,871,Wages,OTHER
193,3520,3524,1679,829,1742,860,Wages,OTHER
194,3550,3554,1839,842,1873,866,"Tips,",OTHER
195,3555,3556,1868,857,1886,886,16,OTHER
196,3557,3559,1877,842,1897,866,Etc,OTHER
197,3560,3561,1625,860,1639,892,of,OTHER
198,3563,3563,1643,860,1654,892,W,OTHER
199,3564,3564,1658,860,1660,891,-,OTHER
200,3774,3776,1837,857,1864,885,BOX,OTHER
201,3791,3795,1993,842,2030,870,Local,OTHER
202,3797,3802,2035,840,2090,870,"Wages,",OTHER
203,3976,3978,1578,860,1609,893,Box,OTHER
204,3980,3980,1613,860,1622,892,3,OTHER
205,3982,3983,1724,860,1737,890,of,OTHER
206,3985,3985,1742,860,1752,890,W,OTHER
207,3987,3987,1757,860,1759,890,-,OTHER
208,3989,3989,1664,860,1675,891,2,OTHER
209,3991,3993,1679,860,1707,891,Box,OTHER
210,3995,3995,1711,860,1720,890,5,OTHER
211,3997,3998,1890,859,1905,888,of,OTHER
212,4002,4002,286,1438,294,1468,-,OTHER
213,4004,4004,1763,860,1778,890,2,OTHER
214,4008,4017,135,905,217,931,Employer's,OTHER
215,4019,4021,221,905,252,931,FED,OTHER
216,4023,4024,255,905,271,931,ID,OTHER
217,4026,4031,275,905,336,932,number,OTHER
218,4045,4045,406,904,424,934,a,OTHER
219,4047,4056,435,903,522,932,Employee's,OTHER
220,4058,4060,526,904,555,932,SSA,OTHER
221,4062,4068,559,905,642,939,number_,OTHER
222,4074,4083,151,919,259,952,37-9520437,einEmployerIdentificationNumber
223,4181,4186,1071,926,1139,961,TGross,OTHER
224,4188,4190,1144,926,1173,952,Pay,OTHER
225,4220,4228,1373,923,1451,951,101277.45,OTHER
226,4242,4246,1584,923,1628,954,16+05,OTHER
227,4255,4261,1693,923,1750,952,01277.5,OTHER
228,4276,4283,1843,927,1905,958,191277.5,OTHER
229,4298,4305,1997,918,2059,947,101277.5,OTHER
230,4349,4355,433,957,488,991,Federal,OTHER
231,4357,4362,492,959,547,991,income,OTHER
232,4364,4366,550,961,575,991,tax,OTHER
233,4368,4375,578,962,638,990,withheld,OTHER
234,4454,4457,1333,938,1380,968,7454,OTHER
235,4480,4482,1580,951,1627,981,NAH,OTHER
236,4513,4515,1335,965,1370,991,689,OTHER
237,4521,4526,135,963,187,989,"Wages,",OTHER
238,4528,4532,189,963,225,989,"tips,",OTHER
239,4534,4538,227,962,267,989,other,OTHER
240,4540,4544,270,960,319,988,comp.,OTHER
241,4621,4624,1023,966,1057,993,Less,OTHER
242,4626,4628,1062,965,1082,991,401,OTHER
243,4630,4632,1087,964,1106,990,(k),OTHER
244,4634,4639,1111,962,1160,989,(D-Box,OTHER
245,4641,4642,1165,961,1184,987,2),OTHER
246,4664,4666,1836,958,1874,990,689,OTHER
247,4690,4697,1580,971,1646,1006,12716.67,OTHER
248,4699,4701,1678,961,1717,992,NIA,OTHER
249,4744,4746,1990,961,2025,987,,OTHER
250,4853,4860,1022,1000,1088,1026,Reported,OTHER
251,4862,4863,1908,861,1928,891,W-,OTHER
252,4864,4864,906,2779,913,2805,2,OTHER
253,4866,4870,1127,994,1180,1024,Wages,OTHER
254,4895,4902,1335,990,1407,1021,80683.32,OTHER
255,4929,4934,1679,991,1725,1021,80683.,OTHER
256,4936,4937,1728,992,1748,1022,32,OTHER
257,4955,4958,1845,991,1878,1019,0683,OTHER
258,4960,4961,1883,992,1900,1019,32,OTHER
259,4967,4972,133,1025,179,1054,Social,OTHER
260,4974,4981,183,1023,241,1054,security,OTHER
261,4983,4987,245,1016,297,1050,wages,OTHER
262,5005,5010,435,1018,480,1049,Social,OTHER
263,5012,5019,483,1019,542,1051,security,OTHER
264,5021,5023,544,1022,570,1053,tax,OTHER
265,5025,5028,571,1023,601,1055,with,box4SocialSecurityTaxWithheld
266,5030,5032,602,1026,632,1057,her,OTHER
267,5040,5047,138,1089,198,1117,Medicare,OTHER
268,5077,5084,433,1089,503,1115,Medicare,OTHER
269,5086,5088,506,1089,528,1115,tax,OTHER
270,5090,5097,531,1090,600,1119,withheld,OTHER
271,5139,5140,1024,1085,1047,1116,3.,OTHER
272,5142,5149,1053,1085,1169,1116,Employee,OTHER
273,5151,5153,1175,1085,1221,1116,W-4,OTHER
274,5155,5162,1227,1085,1312,1116,Profile.,OTHER
275,5164,5165,1317,1085,1347,1116,To,OTHER
276,5167,5172,1353,1085,1438,1116,change,OTHER
277,5174,5177,1444,1085,1501,1116,your,OTHER
278,5179,5186,1506,1086,1623,1117,Employee,OTHER
279,5188,5190,1628,1086,1675,1117,W-4,OTHER
280,5192,5198,1679,1086,1758,1117,Profile,OTHER
281,5200,5211,1762,1086,1905,1117,"Information,",OTHER
282,5213,5216,1909,1086,1949,1117,file,OTHER
283,5218,5218,1952,1086,1970,1117,a,OTHER
284,5220,5222,1973,1086,2023,1117,new,OTHER
285,5224,5226,2029,1086,2075,1117,W-4,OTHER
286,5228,5231,2078,1086,2133,1118,with,OTHER
287,5233,5236,2136,1086,2191,1118,your,OTHER
288,5238,5244,2194,1086,2285,1118,payroll,OTHER
289,5246,5250,2287,1086,2360,1118,dept.,OTHER
290,5258,5262,152,1107,199,1132,72441,OTHER
291,5264,5264,200,1108,207,1132,.,OTHER
292,5266,5270,202,1088,251,1113,wages,OTHER
293,5287,5288,208,1108,237,1133,52,OTHER
294,5290,5292,255,1088,283,1111,and,OTHER
295,5294,5297,287,1088,325,1110,tips,OTHER
296,5329,5332,563,1107,598,1134,2100,OTHER
297,5334,5334,601,1110,609,1135,.,OTHER
298,5375,5375,406,1146,424,1175,8,OTHER
299,5377,5385,436,1145,504,1176,Allocated,OTHER
300,5387,5390,506,1146,548,1181,tips,OTHER
301,5543,5548,1836,1151,1878,1180,Social,OTHER
